DOC_TYPE_CD,DOC_TYPE_VERSION_TXT,QUES_CODE_SYSTEM_CD,QUES_CODE_SYSTEM_DESC_TXT,DATA_TYPE,QUESTION_IDENTIFIER,QUES_DISPLAY_NAME,SECTION_NM,SENDING_SYSTEM_CD
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS301","History of Present Illness","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS302","Healthcare Provider Visit Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NBS303","Healthcare Provider Diagnosis as Text","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS304","Healthcare Provider Diagnosis as Text Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS305","Observation/End Date of Sign/Symptom","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","NBS306","Date of eICR Data Completion","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NBS307","Hospital Unit","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","PART","NBS320","Subject Of Vaccination","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.2","NEDSS Base System","CODED","NBS333","Inpatient Outpatient Indicator","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.3","NEDSS Base System","CODED","NBS334","Act Encounter Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATETIME","NOT103","Date Submitted","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATETIME","NOT106","Date Sent","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","NOT108","Notification ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NOT109","Reporting State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NOT113","Reporting County","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NOT116","National Reporting Jurisdiction","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","NOT120","Immediate National Notifiable Condition","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","NOT120SPEC","If Yes, describe","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP001","Local ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP003","NPP Role","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP004","NPP General Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP005","NPP Name Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP006","NPP Name Prefix","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP007","Last","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP008","First","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP009","NPP Middle Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP010","Suffix","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP012","NPP ID Assigning Authority","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP013","NPP ID Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP014","NPP ID Value","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP016","NPP Address Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP017","NPP Address Use Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP018","Address Line 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP019","Address Line 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP020","City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP021","State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP022","ZIP","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP023","County","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP024","NPP Country","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP026","NPP Address Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP027","NPP Telephone Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP028","NPP Telephone Use Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","NPP029","NPP Telephone Country Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP030","Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP031","Ext.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP032","NPP E-mail Address","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP033","NPP URL","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP036","NPP Telephone Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP059","NPP Quick Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP060","Degree","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP063","Provider Type Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","NPP064","Subject Class Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP065","Provider NPI","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP066","Provider ID (Provider Number)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","NPP067","Provider Alternate ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD103","Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD104","Organization ID Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD106","Organization ID Value","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD107","Organization ID Assigning Authority","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD108","Organization Address Use","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD109","Organization Address Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD110","Street Address 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD111","Street Address 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD112","City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD113","State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD114","Zip","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD115","County","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD116","Organization Country","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD117","Organization Address Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD118","Organization Telephone Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD119","Organization Telephone Use","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","ORD120","Organization Telephone Country Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD121","Telephone","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD122","Ext.","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD123","Organization Email","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD124","Organization URL","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD126","Organization Telephone Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD127","Organization Role","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD128","Organization Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD129","Local ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD137","Organization Quick Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD144","Organization Standard Industry Class Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD146","Organization Type Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","ORD147","Subject Class Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD148","Organization CLIA Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","ORD149","Organization Facility ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","CODED","PHC1400","Retro-orbital Pain","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","CODED","PHC1401","Extravascular Fluid Accumulation","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","CODED","PHC1402","Mucosal Bleeding","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","CODED","PHC1403","Severe Plasma Leakage","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","CODED","PHC1404","Severe Bleeding","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","CODED","PHC1405","Severe Organ Involvement","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.274","PHIN VS (CDC Local Coding System)","CODED","PHC1456","Increasing Hematocrit and Decreased Platelet","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC101","Place Name","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC102","Place Role","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC103","Place Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC104","Place Local ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC105","Place Quick Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC106","Place Type Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC107","Place Subject Class Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC108","Place Address Use","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC109","Place Address Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC110","Place Street Address 1","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC111","Place Street Address 2","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC112","Place City","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC113","Place State","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC114","Place Zip","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC115","Place County","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC116","Place Country","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC117","Place Address Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC118","Place Telephone Type","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","PLC119","Place Telephone Use","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","PLC120","Place Telephone Country Code","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC121","Place Telephone Number","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC122","Place Telephone Extension","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC123","Place Email","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC124","Place URL","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC126","Place Telephone Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","PLC127","Place Address Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","PLC128","Place Contact Information As Of Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","PLC129","Place Census Tract","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","STD099","Date of Initial Health Exam","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD102","Neurosyphillis","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","STD105","Treatment Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD106","Self-reported Result","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD107","Had Sex with Male","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD108","Had Sex with Female","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD109","Had Sex with Anonymous Partner","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD110","Had Sex with Known IDU","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD111","Had Sex While Intoxicated/High","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD112","Exchanged Drugs/Money for Sex","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD113","Females - Had Sex with Known MSM","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD114","Injection Drug Use","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD117","Previous STD history?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD118","Been Incarcerated","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD119","Met Sex Partners through the Internet","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","STD120","Total number of sex partners last 12 months?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD121","Anatomic Site","Signs and Symptoms","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD122","Type of Nontreponemal Serologic Test for Syphilis","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD123","Nontreponemal Serologic Syphilis Test Result (Quantitative)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD124","Type of Treponemal SerologicTest for Syphilis","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD125","Treponemal Serologic Syphilis Test Result  (Qualitative)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD126","Nontreponemal Serologic Syphilis Test Result (Qualitative)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","STD300","Specify Other Drug Used","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD301","Were contacts named at this interview?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD888","Patient refused to answer questions regarding number of sex partners","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","STD999","Unknown number of sex partners in last 12 months","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","SUM100","Reoprting Area:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","SUM101","MMWR Year:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","SUM102","MMWR Week:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","SUM105","Comments:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","SUM106","Condition:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","SUM113","Date of Report:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","SUM115","Count Group Interval:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","SUM116","Case Status:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","SUM117","Surveillance Method:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","SUM131","Number of Hospitals Reporting:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","TRAVEL12","Duration of Stay","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TRAVEL16","Principal Reason for Travel","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TRAVEL30","In the 2-6 weeks prior to onset, did the patient travel or live outside of the US or Canada?","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TRAVEL31","If the patient traveled, where? (select all that apply)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TRAVEL32","During 3 months prior to onset, did anyone in patient's household travel outside of US or Canada","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TRAVEL33","If someone in patient's household traveled, where (select all that apply)","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","DATE","TRT100","Treatment Date","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","TRT101","Treatment Composite","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","TRT102","Treatment Drug","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","TRT103","Treatment Dosage/Strength","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","TRT104","Treatment Dosage/Strength Unit","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","TRT105","Treatment Frequency","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","NUMERIC","TRT107","Treatment Duration","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","TRT108","Treatment Duration Unit","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","TRT109","Treatment Comments","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","CODED","TRT110","Treatment Route","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","TRT111","Custom Treatment","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","TRT112","Treatment Local ID","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","TRT113","Treatment Patient","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","TRT114","Treatment Provider","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.1","NEDSS Base System","TEXT","TRT115","Treatment Reporting Facility","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","TUB100","Linking State Case Number 1:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB101","Link Reason 1:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","TEXT","TUB102","Linking State Case Number 2:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB103","Link Reason 2:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB108","Count Status:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB109","Country of Verified Case:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB110","Date Counted:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB111","Previous Diagnosis of TB Disease:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","NUMERIC","TUB112","Year of Previous Diagnosis:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB113","Patient lived outside of US for more than 2 months:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB114","Countries:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB115","Primary Guardian 1 Birth Country:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB116","Primary Guardian 2 Birth Country:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB117","Status at TB Diagnosis:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB119","Site of TB Disease:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB120","Result:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB121","Date Collected:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB122","Result:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB123","Date Collected:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB124","Date Result Reported:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB125","Reporting Laboratory Type:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB126","Result:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB127","Date Collected:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB128","Anatomic Site:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB129","Type of Exam:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB130","Result:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB131","Date Collected:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB132","Anatomic Site:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB133","Date Result Reported:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB134","Reporting Laboratory Type:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB135","Result:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB136","Date Collected:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB137","Specimen Type is Sputum:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB138","Specimen Type Not Sputum:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","DATE","TUB139","Date Result Reported:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB140","Reporting Laboratory Type:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB141","Initial Chest Radiograph:","NULL","NBS"
"PHDC","1.3","2.16.840.1.114222.4.5.232","PHIN Questions","CODED","TUB142","Evidence of a cavity:","NULL","NBS"
